League,Team,Player
Championship 2016/17,Newcastle United FC,DeAndre Yedlin
Championship 2016/17,Newcastle United FC,Jesús Gámez
Championship 2016/17,Newcastle United FC,Jack Colback
Championship 2016/17,Newcastle United FC,Vurnon Anita
Championship 2016/17,Newcastle United FC,Isaac Hayden
Championship 2016/17,Newcastle United FC,Jonjo Shelvey
Championship 2016/17,Newcastle United FC,Matt Ritchie
Championship 2016/17,Newcastle United FC,Haris Vuckic
Championship 2016/17,Newcastle United FC,Yoan Gouffran
Championship 2016/17,Newcastle United FC,Rolando Aarons
Championship 2016/17,Newcastle United FC,Christian Atsu
Championship 2016/17,Newcastle United FC,Dwight Gayle
Championship 2016/17,Newcastle United FC,Aleksandar Mitrovic
Championship 2016/17,Newcastle United FC,Ayoze Pérez
Championship 2016/17,Newcastle United FC,Sammy Ameobi
Championship 2016/17,Newcastle United FC,Daryl Murphy
Championship 2016/17,Norwich City FC,John Ruddy
Championship 2016/17,Norwich City FC,Michael McGovern
Championship 2016/17,Norwich City FC,Paul Jones
Championship 2016/17,Norwich City FC,Timm Klose
Championship 2016/17,Norwich City FC,Russell Martin
Championship 2016/17,Norwich City FC,Sébastien Bassong
Championship 2016/17,Norwich City FC,Ryan Bennett
Championship 2016/17,Norwich City FC,Michael Turner
Championship 2016/17,Norwich City FC,Mitchell Dijks
Championship 2016/17,Norwich City FC,Ivo Pinto
Championship 2016/17,Norwich City FC,Steven Whittaker
Championship 2016/17,Norwich City FC,Alexander Tettey
Championship 2016/17,Norwich City FC,Youssouf Mulumbu
Championship 2016/17,Norwich City FC,Louis Thompson
Championship 2016/17,Norwich City FC,Jonathan Howson
Championship 2016/17,Norwich City FC,Graham Dorrans
Championship 2016/17,Norwich City FC,Conor McGrandles
Championship 2016/17,Norwich City FC,Alex Pritchard
Championship 2016/17,Norwich City FC,Wesley Hoolahan
Championship 2016/17,Norwich City FC,James Maddison
Championship 2016/17,Norwich City FC,Yanic Wildschut
Championship 2016/17,Norwich City FC,Matt Jarvis
Championship 2016/17,Norwich City FC,Josh Murphy
Championship 2016/17,Norwich City FC,Jacob Murphy
Championship 2016/17,Norwich City FC,Steven Naismith
Championship 2016/17,Norwich City FC,Nélson Oliveira
Championship 2016/17,Norwich City FC,Cameron Jerome
Championship 2016/17,Norwich City FC,Kyle Lafferty
Championship 2016/17,Queens Park Rangers,Bruno Andrade
Championship 2016/17,Queens Park Rangers,Danny Simpson
Championship 2016/17,Queens Park Rangers,Alex McCarthy
Championship 2016/17,Queens Park Rangers,Charlie Austin
Championship 2016/17,Queens Park Rangers,Mauro Zárate
Championship 2016/17,Queens Park Rangers,Loïc Rémy
Championship 2016/17,Queens Park Rangers,Matt Phillips
Championship 2016/17,Queens Park Rangers,Joey Barton
Championship 2016/17,Queens Park Rangers,Leroy Fer
Championship 2016/17,Queens Park Rangers,Robert Green
Championship 2016/17,Queens Park Rangers,Brian Murphy
Championship 2016/17,Queens Park Rangers,Steven Caulker
Championship 2016/17,Queens Park Rangers,Nedum Onuoha
Championship 2016/17,Queens Park Rangers,Rio Ferdinand
Championship 2016/17,Queens Park Rangers,Richard Dunne
Championship 2016/17,Queens Park Rangers,Clint Hill
Championship 2016/17,Queens Park Rangers,Max Ehmer
Championship 2016/17,Queens Park Rangers,Armand Traoré
Championship 2016/17,Queens Park Rangers,Jack Robinson
Championship 2016/17,Queens Park Rangers,Suk-Young Yun
Championship 2016/17,Queens Park Rangers,Cole Kpekawa
Championship 2016/17,Queens Park Rangers,Michael Harriman
Championship 2016/17,Queens Park Rangers,Darnell Furlong
Championship 2016/17,Queens Park Rangers,Sandro
Championship 2016/17,Queens Park Rangers,Samba Diakité
Championship 2016/17,Queens Park Rangers,Karl Henry
Championship 2016/17,Queens Park Rangers,Jordon Mutch
Championship 2016/17,Queens Park Rangers,Michael Doughty
Championship 2016/17,Queens Park Rangers,Frankie Sutherland
Championship 2016/17,Queens Park Rangers,Reece Grego-Cox
Championship 2016/17,Queens Park Rangers,Brandon Comley
Championship 2016/17,Queens Park Rangers,Aaron Mitchell
Championship 2016/17,Queens Park Rangers,Mauricio Isla
Championship 2016/17,Queens Park Rangers,Niko Kranjcar
Championship 2016/17,Queens Park Rangers,Junior Hoilett
Championship 2016/17,Queens Park Rangers,Eduardo Vargas
Championship 2016/17,Queens Park Rangers,Shaun Wright-Phillips
Championship 2016/17,Queens Park Rangers,Michael Petrasso
Championship 2016/17,Queens Park Rangers,Bobby Zamora
Championship 2016/17,Aston Villa FC,James Chester
Championship 2016/17,Aston Villa FC,Jed Steer
Championship 2016/17,Aston Villa FC,Mark Bunn
Championship 2016/17,Aston Villa FC,Sam Johnstone
Championship 2016/17,Aston Villa FC,Micah Richards
Championship 2016/17,Aston Villa FC,Tommy Elphick
Championship 2016/17,Aston Villa FC,Nathan Baker
Championship 2016/17,Aston Villa FC,Jordan Amavi
Championship 2016/17,Aston Villa FC,Neil Taylor
Championship 2016/17,Aston Villa FC,Leandro Bacuna
Championship 2016/17,Aston Villa FC,Ritchie De Laet
Championship 2016/17,Aston Villa FC,James Bree
Championship 2016/17,Aston Villa FC,Alan Hutton
Championship 2016/17,Aston Villa FC,Mile Jedinak
Championship 2016/17,Aston Villa FC,Jordan Lyden
Championship 2016/17,Aston Villa FC,Henri Lansbury
Championship 2016/17,Aston Villa FC,Birkir Bjarnason
Championship 2016/17,Aston Villa FC,Conor Hourihane
Championship 2016/17,Aston Villa FC,Gary Gardner
Championship 2016/17,Aston Villa FC,Albert Adomah
Championship 2016/17,Aston Villa FC,Jack Grealish
Championship 2016/17,Aston Villa FC,Gabriel Agbonlahor
Championship 2016/17,Aston Villa FC,André Green
Championship 2016/17,Aston Villa FC,Jonathan Kodjia
Championship 2016/17,Aston Villa FC,Scott Hogan
Championship 2016/17,Aston Villa FC,Libor Kozák
1. Bundesliga 2016/17,FC Bayern München,Manuel Neuer
1. Bundesliga 2016/17,FC Bayern München,Sven Ulreich
1. Bundesliga 2016/17,FC Bayern München,Tom Starke
1. Bundesliga 2016/17,FC Bayern München,Jérôme Boateng
1. Bundesliga 2016/17,FC Bayern München,Mats Hummels
1. Bundesliga 2016/17,FC Bayern München,Javi Martínez
1. Bundesliga 2016/17,FC Bayern München,David Alaba
1. Bundesliga 2016/17,FC Bayern München,Juan Bernat
1. Bundesliga 2016/17,FC Bayern München,Philipp Lahm
1. Bundesliga 2016/17,FC Bayern München,Xabi Alonso
1. Bundesliga 2016/17,FC Bayern München,Niklas Dorsch
1. Bundesliga 2016/17,FC Bayern München,Arturo Vidal
1. Bundesliga 2016/17,FC Bayern München,Renato Sanches
1. Bundesliga 2016/17,FC Bayern München,Joshua Kimmich
1. Bundesliga 2016/17,FC Bayern München,Franck Ribéry
1. Bundesliga 2016/17,FC Bayern München,Fabian Benko
1. Bundesliga 2016/17,FC Bayern München,Douglas Costa
1. Bundesliga 2016/17,FC Bayern München,Kingsley Coman
1. Bundesliga 2016/17,FC Bayern München,Arjen Robben
1. Bundesliga 2016/17,FC Bayern München,Thomas Müller
1. Bundesliga 2016/17,FC Bayern München,Robert Lewandowski
1. Bundesliga 2016/17,Werder Bremen,Felix Wiedwald
1. Bundesliga 2016/17,Werder Bremen,Jaroslav Drobny
1. Bundesliga 2016/17,Werder Bremen,Michael Zetterer
1. Bundesliga 2016/17,Werder Bremen,Raphael Wolf
1. Bundesliga 2016/17,Werder Bremen,Eric Oelschlägel
1. Bundesliga 2016/17,Werder Bremen,Lamine Sané
1. Bundesliga 2016/17,Werder Bremen,Luca Caldirola
1. Bundesliga 2016/17,Werder Bremen,Niklas Moisander
1. Bundesliga 2016/17,Werder Bremen,Milos Veljkovic
1. Bundesliga 2016/17,Werder Bremen,Santiago García
1. Bundesliga 2016/17,Werder Bremen,Ulisses Garcia
1. Bundesliga 2016/17,Werder Bremen,Robert Bauer
1. Bundesliga 2016/17,Werder Bremen,Theodor Gebre Selassie
1. Bundesliga 2016/17,Werder Bremen,Florian Grillitsch
1. Bundesliga 2016/17,Werder Bremen,Philipp Bargfrede
1. Bundesliga 2016/17,Werder Bremen,Thomas Delaney
1. Bundesliga 2016/17,Werder Bremen,Sambou Yatabaré
1. Bundesliga 2016/17,Werder Bremen,Maximilian Eggestein
1. Bundesliga 2016/17,Werder Bremen,Clemens Fritz
1. Bundesliga 2016/17,Werder Bremen,Fin Bartels
1. Bundesliga 2016/17,Werder Bremen,Izet Hajrovic
1. Bundesliga 2016/17,Werder Bremen,Serge Gnabry
1. Bundesliga 2016/17,Werder Bremen,Florian Kainz
1. Bundesliga 2016/17,Werder Bremen,Zlatko Junuzovic
1. Bundesliga 2016/17,Werder Bremen,Niklas Schmidt
1. Bundesliga 2016/17,Werder Bremen,Melvyn Lorenzen
1. Bundesliga 2016/17,Werder Bremen,Justin Eilers
1. Bundesliga 2016/17,Werder Bremen,Max Kruse
1. Bundesliga 2016/17,Werder Bremen,Aron Jóhannsson
1. Bundesliga 2016/17,Werder Bremen,Claudio Pizarro
1. Bundesliga 2016/17,Werder Bremen,Ousman Manneh
1. Bundesliga 2016/17,Werder Bremen,Johannes Eggestein
1. Bundesliga 2016/17,FC Augsburg,Marwin Hitz
1. Bundesliga 2016/17,FC Augsburg,Andreas Luthe
1. Bundesliga 2016/17,FC Augsburg,Ioannis Gelios
1. Bundesliga 2016/17,FC Augsburg,Martin Hinteregger
1. Bundesliga 2016/17,FC Augsburg,Jeffrey Gouweleeuw
1. Bundesliga 2016/17,FC Augsburg,Jan-Ingwer Callsen-Bracker
1. Bundesliga 2016/17,FC Augsburg,Christoph Janker
1. Bundesliga 2016/17,FC Augsburg,Kevin Danso
1. Bundesliga 2016/17,FC Augsburg,Tim Rieder
1. Bundesliga 2016/17,FC Augsburg,Konstantinos Stafylidis
1. Bundesliga 2016/17,FC Augsburg,Philipp Max
1. Bundesliga 2016/17,FC Augsburg,Paul Verhaegh
1. Bundesliga 2016/17,FC Augsburg,Georg Teigl
1. Bundesliga 2016/17,FC Augsburg,Raphael Framberger
1. Bundesliga 2016/17,FC Augsburg,Daniel Baier
1. Bundesliga 2016/17,FC Augsburg,Gojko Kacar
1. Bundesliga 2016/17,FC Augsburg,Marco Schuster
1. Bundesliga 2016/17,FC Augsburg,Dominik Kohr
1. Bundesliga 2016/17,FC Augsburg,Moritz Leitner
1. Bundesliga 2016/17,FC Augsburg,Jan Morávek
1. Bundesliga 2016/17,FC Augsburg,Markus Feulner
1. Bundesliga 2016/17,FC Augsburg,Ja-Cheol Koo
1. Bundesliga 2016/17,FC Augsburg,Halil Altintop
1. Bundesliga 2016/17,FC Augsburg,Caiuby
1. Bundesliga 2016/17,FC Augsburg,Takashi Usami
1. Bundesliga 2016/17,FC Augsburg,Jonathan Schmid
1. Bundesliga 2016/17,FC Augsburg,Raúl Bobadilla
1. Bundesliga 2016/17,FC Augsburg,Alfred Finnbogason
1. Bundesliga 2016/17,FC Augsburg,Dong-Won Ji
1. Bundesliga 2016/17,FC Augsburg,Julian Günther-Schmidt
1. Bundesliga 2016/17,VfL Wolfsburg,Diego Benaglio
1. Bundesliga 2016/17,VfL Wolfsburg,Koen Casteels
1. Bundesliga 2016/17,VfL Wolfsburg,Max Grün
1. Bundesliga 2016/17,VfL Wolfsburg,Phillip Menzel
1. Bundesliga 2016/17,VfL Wolfsburg,Jeffrey Bruma
1. Bundesliga 2016/17,VfL Wolfsburg,Robin Knoche
1. Bundesliga 2016/17,VfL Wolfsburg,Philipp Wollscheid
1. Bundesliga 2016/17,VfL Wolfsburg,Hendrik Hansen
1. Bundesliga 2016/17,VfL Wolfsburg,Robin Ziegele
1. Bundesliga 2016/17,VfL Wolfsburg,Ricardo Rodríguez
1. Bundesliga 2016/17,VfL Wolfsburg,Yannick Gerhardt
1. Bundesliga 2016/17,VfL Wolfsburg,Jannes Horn
1. Bundesliga 2016/17,VfL Wolfsburg,Christian Träsch
1. Bundesliga 2016/17,VfL Wolfsburg,Sebastian Jung
1. Bundesliga 2016/17,VfL Wolfsburg,Luiz Gustavo
1. Bundesliga 2016/17,VfL Wolfsburg,Josuha Guilavogui
1. Bundesliga 2016/17,VfL Wolfsburg,Paul Seguin
1. Bundesliga 2016/17,VfL Wolfsburg,Riechedly Bazoer
1. Bundesliga 2016/17,VfL Wolfsburg,Maximilian Arnold
1. Bundesliga 2016/17,VfL Wolfsburg,Amara Condé
1. Bundesliga 2016/17,VfL Wolfsburg,Vieirinha
1. Bundesliga 2016/17,VfL Wolfsburg,Ashkan Dejagah
1. Bundesliga 2016/17,VfL Wolfsburg,Yunus Malli
1. Bundesliga 2016/17,VfL Wolfsburg,Daniel Didavi
1. Bundesliga 2016/17,VfL Wolfsburg,Justin Möbius
1. Bundesliga 2016/17,VfL Wolfsburg,Paul-Georges Ntep
1. Bundesliga 2016/17,VfL Wolfsburg,Jakub Blaszczykowski
1. Bundesliga 2016/17,VfL Wolfsburg,Ismail Azzaoui
1. Bundesliga 2016/17,VfL Wolfsburg,Mario Gómez
1. Bundesliga 2016/17,VfL Wolfsburg,Borja Mayoral
1. Bundesliga 2016/17,VfL Wolfsburg,Victor Osimhen
1. Bundesliga 2016/17,Borussia Dortmund,Roman Bürki
1. Bundesliga 2016/17,Borussia Dortmund,Roman Weidenfeller
1. Bundesliga 2016/17,Borussia Dortmund,Hendrik Bonmann
1. Bundesliga 2016/17,Borussia Dortmund,Sokratis
1. Bundesliga 2016/17,Borussia Dortmund,Matthias Ginter
1. Bundesliga 2016/17,Borussia Dortmund,Sven Bender
1. Bundesliga 2016/17,Borussia Dortmund,Marc Bartra
1. Bundesliga 2016/17,Borussia Dortmund,Raphaël Guerreiro
1. Bundesliga 2016/17,Borussia Dortmund,Marcel Schmelzer
1. Bundesliga 2016/17,Borussia Dortmund,Joo-Ho Park
1. Bundesliga 2016/17,Borussia Dortmund,Lukasz Piszczek
1. Bundesliga 2016/17,Borussia Dortmund,Erik Durm
1. Bundesliga 2016/17,Borussia Dortmund,Felix Passlack
1. Bundesliga 2016/17,Borussia Dortmund,Julian Weigl
1. Bundesliga 2016/17,Borussia Dortmund,Dzenis Burnic
1. Bundesliga 2016/17,Borussia Dortmund,Gonzalo Castro
1. Bundesliga 2016/17,Borussia Dortmund,Sebastian Rode
1. Bundesliga 2016/17,Borussia Dortmund,Nuri Sahin
1. Bundesliga 2016/17,Borussia Dortmund,Mikel Merino
1. Bundesliga 2016/17,Borussia Dortmund,Mario Götze
1. Bundesliga 2016/17,Borussia Dortmund,Shinji Kagawa
1. Bundesliga 2016/17,Borussia Dortmund,Marco Reus
1. Bundesliga 2016/17,Borussia Dortmund,Ousmane Dembélé
1. Bundesliga 2016/17,Borussia Dortmund,André Schürrle
1. Bundesliga 2016/17,Borussia Dortmund,Christian Pulisic
1. Bundesliga 2016/17,Borussia Dortmund,Emre Mor
1. Bundesliga 2016/17,Borussia Dortmund,Pierre-Emerick Aubameyang
1. Bundesliga 2016/17,Borussia Dortmund,Alexander Isak
1. Bundesliga 2016/17,1. FSV Mainz 05,Jonas Lössl
1. Bundesliga 2016/17,1. FSV Mainz 05,Jannik Huth
1. Bundesliga 2016/17,1. FSV Mainz 05,Florian Müller
1. Bundesliga 2016/17,1. FSV Mainz 05,Stefan Bell
1. Bundesliga 2016/17,1. FSV Mainz 05,Leon Balogun
1. Bundesliga 2016/17,1. FSV Mainz 05,André Ramalho
1. Bundesliga 2016/17,1. FSV Mainz 05,Niko Bungert
1. Bundesliga 2016/17,1. FSV Mainz 05,Alexander Hack
1. Bundesliga 2016/17,1. FSV Mainz 05,Gaëtan Bussmann
1. Bundesliga 2016/17,1. FSV Mainz 05,Marin Sverko
1. Bundesliga 2016/17,1. FSV Mainz 05,Giulio Donati
1. Bundesliga 2016/17,1. FSV Mainz 05,Daniel Brosinski
1. Bundesliga 2016/17,1. FSV Mainz 05,Jean-Philippe Gbamin
1. Bundesliga 2016/17,1. FSV Mainz 05,Danny Latza
1. Bundesliga 2016/17,1. FSV Mainz 05,Fabian Frei
1. Bundesliga 2016/17,1. FSV Mainz 05,Suat Serdar
1. Bundesliga 2016/17,1. FSV Mainz 05,Robin Quaison
1. Bundesliga 2016/17,1. FSV Mainz 05,Philipp Klement
1. Bundesliga 2016/17,1. FSV Mainz 05,Jairo Samperio
1. Bundesliga 2016/17,1. FSV Mainz 05,Pablo de Blasis
1. Bundesliga 2016/17,1. FSV Mainz 05,Gerrit Holtmann
1. Bundesliga 2016/17,1. FSV Mainz 05,Mounir Bouziane
1. Bundesliga 2016/17,1. FSV Mainz 05,Levin Öztunali
1. Bundesliga 2016/17,1. FSV Mainz 05,Karim Onisiwo
1. Bundesliga 2016/17,1. FSV Mainz 05,Devante Parker
1. Bundesliga 2016/17,1. FSV Mainz 05,Bojan Krkic
1. Bundesliga 2016/17,1. FSV Mainz 05,Jhon Córdoba
1. Bundesliga 2016/17,1. FSV Mainz 05,Yoshinori Muto
1. Bundesliga 2016/17,1. FSV Mainz 05,Emil Berggreen
1. Bundesliga 2016/17,1. FSV Mainz 05,Aaron Seydel
1. Bundesliga 2016/17,Eintracht Frankfurt,Lukas Hradecky
1. Bundesliga 2016/17,Eintracht Frankfurt,Heinz Lindner
1. Bundesliga 2016/17,Eintracht Frankfurt,Leon Bätge
1. Bundesliga 2016/17,Eintracht Frankfurt,Jesús Vallejo
1. Bundesliga 2016/17,Eintracht Frankfurt,David Abraham
1. Bundesliga 2016/17,Eintracht Frankfurt,Michael Hector
1. Bundesliga 2016/17,Eintracht Frankfurt,Marco Russ
1. Bundesliga 2016/17,Eintracht Frankfurt,Andersson Ordóñez
1. Bundesliga 2016/17,Eintracht Frankfurt,Bamba Anderson
1. Bundesliga 2016/17,Eintracht Frankfurt,Furkan Zorba
1. Bundesliga 2016/17,Eintracht Frankfurt,Bastian Oczipka
1. Bundesliga 2016/17,Eintracht Frankfurt,Taleb Tawatha
1. Bundesliga 2016/17,Eintracht Frankfurt,Timothy Chandler
1. Bundesliga 2016/17,Eintracht Frankfurt,Yanni Regäsel
1. Bundesliga 2016/17,Eintracht Frankfurt,Guillermo Varela
1. Bundesliga 2016/17,Eintracht Frankfurt,Omar Mascarell
1. Bundesliga 2016/17,Eintracht Frankfurt,Makoto Hasebe
1. Bundesliga 2016/17,Eintracht Frankfurt,Slobodan Medojevic
1. Bundesliga 2016/17,Eintracht Frankfurt,Miguel Blanco-Lopez
1. Bundesliga 2016/17,Eintracht Frankfurt,Marc Stendera
1. Bundesliga 2016/17,Eintracht Frankfurt,Max Besuschkow
1. Bundesliga 2016/17,Eintracht Frankfurt,Mijat Gacinovic
1. Bundesliga 2016/17,Eintracht Frankfurt,Marco Fabián
1. Bundesliga 2016/17,Eintracht Frankfurt,Aymen Barkok
1. Bundesliga 2016/17,Eintracht Frankfurt,Ante Rebic
1. Bundesliga 2016/17,Eintracht Frankfurt,Danny Blum
1. Bundesliga 2016/17,Eintracht Frankfurt,Marius Wolf
1. Bundesliga 2016/17,Eintracht Frankfurt,Shani Tarashaj
1. Bundesliga 2016/17,Eintracht Frankfurt,Alexander Meier
1. Bundesliga 2016/17,Eintracht Frankfurt,Haris Seferovic
1. Bundesliga 2016/17,Eintracht Frankfurt,Branimir Hrgota
1. Bundesliga 2016/17,FC Schalke 04,Christian Fuchs
1. Bundesliga 2016/17,FC Schalke 04,Leroy Sané
1. Bundesliga 2016/17,FC Schalke 04,Jan Kirchhoff
1. Bundesliga 2016/17,FC Schalke 04,Joel Matip
1. Bundesliga 2016/17,FC Schalke 04,Marvin Friedrich
1. Bundesliga 2016/17,FC Schalke 04,Fabian Giefer
1. Bundesliga 2016/17,FC Schalke 04,Ralf Fährmann
1. Bundesliga 2016/17,FC Schalke 04,Christian Wetklo
1. Bundesliga 2016/17,FC Schalke 04,Timon Wellenreuther
1. Bundesliga 2016/17,FC Schalke 04,Matija Nastasic
1. Bundesliga 2016/17,FC Schalke 04,Benedikt Höwedes
1. Bundesliga 2016/17,FC Schalke 04,Roman Neustädter
1. Bundesliga 2016/17,FC Schalke 04,Felipe Santana
1. Bundesliga 2016/17,FC Schalke 04,Thilo Kehrer
1. Bundesliga 2016/17,FC Schalke 04,Dennis Aogo
1. Bundesliga 2016/17,FC Schalke 04,Sead Kolasinac
1. Bundesliga 2016/17,FC Schalke 04,Axel Borgmann
1. Bundesliga 2016/17,FC Schalke 04,Atsuto Uchida
1. Bundesliga 2016/17,FC Schalke 04,Pascal Itter
1. Bundesliga 2016/17,FC Schalke 04,Leon Goretzka
1. Bundesliga 2016/17,FC Schalke 04,Max Meyer
1. Bundesliga 2016/17,FC Schalke 04,Tranquillo Barnetta
1. Bundesliga 2016/17,FC Schalke 04,Eric Maxim Choupo-Moting
1. Bundesliga 2016/17,FC Schalke 04,Jefferson Farfán
1. Bundesliga 2016/17,FC Schalke 04,Donis Avdijaj
1. Bundesliga 2016/17,FC Schalke 04,Klaas-Jan Huntelaar
1. Bundesliga 2016/17,FC Schalke 04,Chinedu Obasi
1. Bundesliga 2016/17,Hamburger SV,René Adler
1. Bundesliga 2016/17,Hamburger SV,Christian Mathenia
1. Bundesliga 2016/17,Hamburger SV,Andreas Hirzel
1. Bundesliga 2016/17,Hamburger SV,Tom Mickel
1. Bundesliga 2016/17,Hamburger SV,Kyriakos Papadopoulos
1. Bundesliga 2016/17,Hamburger SV,Mergim Mavraj
1. Bundesliga 2016/17,Hamburger SV,Johan Djourou
1. Bundesliga 2016/17,Hamburger SV,Oliver Oschkenat
1. Bundesliga 2016/17,Hamburger SV,Douglas Santos
1. Bundesliga 2016/17,Hamburger SV,Matthias Ostrzolek
1. Bundesliga 2016/17,Hamburger SV,Gotoku Sakai
1. Bundesliga 2016/17,Hamburger SV,Dennis Diekmeier
1. Bundesliga 2016/17,Hamburger SV,Ashton Götz
1. Bundesliga 2016/17,Hamburger SV,Frank Ronstadt
1. Bundesliga 2016/17,Hamburger SV,Walace
1. Bundesliga 2016/17,Hamburger SV,Gideon Jung
1. Bundesliga 2016/17,Hamburger SV,Vasilije Janjicic
1. Bundesliga 2016/17,Hamburger SV,Dren Feka
1. Bundesliga 2016/17,Hamburger SV,Lewis Holtby
1. Bundesliga 2016/17,Hamburger SV,Aaron Hunt
1. Bundesliga 2016/17,Hamburger SV,Finn Porath
1. Bundesliga 2016/17,Hamburger SV,Filip Kostic
1. Bundesliga 2016/17,Hamburger SV,Nabil Bahoui
1. Bundesliga 2016/17,Hamburger SV,Mats Köhlert
1. Bundesliga 2016/17,Hamburger SV,Nicolai Müller
1. Bundesliga 2016/17,Hamburger SV,Bakery Jatta
1. Bundesliga 2016/17,Hamburger SV,Michael Gregoritsch
1. Bundesliga 2016/17,Hamburger SV,Pierre-Michel Lasogga
1. Bundesliga 2016/17,Hamburger SV,Luca Waldschmidt
1. Bundesliga 2016/17,FC Ingolstadt 04,Maurice Multhaup
1. Bundesliga 2016/17,FC Ingolstadt 04,Martin Hansen
1. Bundesliga 2016/17,FC Ingolstadt 04,Örjan Nyland
1. Bundesliga 2016/17,FC Ingolstadt 04,Fabijan Buntic
1. Bundesliga 2016/17,FC Ingolstadt 04,Christian Ortag
1. Bundesliga 2016/17,FC Ingolstadt 04,Marcel Tisserand
1. Bundesliga 2016/17,FC Ingolstadt 04,Marvin Matip
1. Bundesliga 2016/17,FC Ingolstadt 04,Romain Brégerie
1. Bundesliga 2016/17,FC Ingolstadt 04,Lukas Gerlspeck
1. Bundesliga 2016/17,FC Ingolstadt 04,Markus Suttner
1. Bundesliga 2016/17,FC Ingolstadt 04,Anthony Jung
1. Bundesliga 2016/17,FC Ingolstadt 04,Florent Hadergjonaj
1. Bundesliga 2016/17,FC Ingolstadt 04,Max Christiansen
1. Bundesliga 2016/17,FC Ingolstadt 04,Almog Cohen
1. Bundesliga 2016/17,FC Ingolstadt 04,Roger
1. Bundesliga 2016/17,FC Ingolstadt 04,Nico Rinderknecht
1. Bundesliga 2016/17,FC Ingolstadt 04,Pascal Groß
1. Bundesliga 2016/17,FC Ingolstadt 04,Alfredo Morales
1. Bundesliga 2016/17,FC Ingolstadt 04,Sonny Kittel
1. Bundesliga 2016/17,FC Ingolstadt 04,Mathew Leckie
1. Bundesliga 2016/17,FC Ingolstadt 04,Robert Leipertz
1. Bundesliga 2016/17,FC Ingolstadt 04,Stefan Lex
1. Bundesliga 2016/17,FC Ingolstadt 04,Darío Lezcano
1. Bundesliga 2016/17,FC Ingolstadt 04,Lukas Hinterseer
1. Bundesliga 2016/17,FC Ingolstadt 04,Moritz Hartmann
1. Bundesliga 2016/17,1. FC Köln,Marco Höger
1. Bundesliga 2016/17,1. FC Köln,Christian Clemens
1. Bundesliga 2016/17,1. FC Köln,Timo Horn
1. Bundesliga 2016/17,1. FC Köln,Thomas Kessler
1. Bundesliga 2016/17,1. FC Köln,Sven Müller
1. Bundesliga 2016/17,1. FC Köln,Dominique Heintz
1. Bundesliga 2016/17,1. FC Köln,Frederik Sörensen
1. Bundesliga 2016/17,1. FC Köln,Neven Subotic
1. Bundesliga 2016/17,1. FC Köln,Dominic Maroh
1. Bundesliga 2016/17,1. FC Köln,Jonas Hector
1. Bundesliga 2016/17,1. FC Köln,Pawel Olkowski
1. Bundesliga 2016/17,1. FC Köln,Lukas Klünter
1. Bundesliga 2016/17,1. FC Köln,Matthias Lehmann
1. Bundesliga 2016/17,1. FC Köln,Milos Jojic
1. Bundesliga 2016/17,1. FC Köln,Marcel Hartel
1. Bundesliga 2016/17,1. FC Köln,Marcel Risse
1. Bundesliga 2016/17,1. FC Köln,Leonardo Bittencourt
1. Bundesliga 2016/17,1. FC Köln,Konstantin Rausch
1. Bundesliga 2016/17,1. FC Köln,Salih Özcan
1. Bundesliga 2016/17,1. FC Köln,Yuya Osako
1. Bundesliga 2016/17,1. FC Köln,Anthony Modeste
1. Bundesliga 2016/17,1. FC Köln,Simon Zoller
1. Bundesliga 2016/17,1. FC Köln,Sehrou Guirassy
1. Bundesliga 2016/17,1. FC Köln,Artjoms Rudnevs
1. Bundesliga 2016/17,SV Darmstadt 98,Sidney Sam
1. Bundesliga 2016/17,SV Darmstadt 98,Felix Platte
1. Bundesliga 2016/17,SV Darmstadt 98,Michael Esser
1. Bundesliga 2016/17,SV Darmstadt 98,Daniel Heuer Fernandes
1. Bundesliga 2016/17,SV Darmstadt 98,Igor Berezovsky
1. Bundesliga 2016/17,SV Darmstadt 98,Aytac Sulu
1. Bundesliga 2016/17,SV Darmstadt 98,Alexander Milosevic
1. Bundesliga 2016/17,SV Darmstadt 98,Immanuel Höhn
1. Bundesliga 2016/17,SV Darmstadt 98,Patrick Banggaard
1. Bundesliga 2016/17,SV Darmstadt 98,Benjamin Gorka
1. Bundesliga 2016/17,SV Darmstadt 98,Daniel Thur
1. Bundesliga 2016/17,SV Darmstadt 98,Fabian Holland
1. Bundesliga 2016/17,SV Darmstadt 98,Leon Guwara
1. Bundesliga 2016/17,SV Darmstadt 98,Can Luka Aydogan
1. Bundesliga 2016/17,SV Darmstadt 98,Artem Fedetsky
1. Bundesliga 2016/17,SV Darmstadt 98,Markus Steinhöfer
1. Bundesliga 2016/17,SV Darmstadt 98,Johannes Wolff
1. Bundesliga 2016/17,SV Darmstadt 98,Wilson Kamavuaka
1. Bundesliga 2016/17,SV Darmstadt 98,Peter Niemeyer
1. Bundesliga 2016/17,SV Darmstadt 98,Jérôme Gondorf
1. Bundesliga 2016/17,SV Darmstadt 98,Mario Vrancic
1. Bundesliga 2016/17,SV Darmstadt 98,Hamit Altintop
1. Bundesliga 2016/17,SV Darmstadt 98,Sandro Sirigu
1. Bundesliga 2016/17,SV Darmstadt 98,Marcel Heller
1. Bundesliga 2016/17,SV Darmstadt 98,Denys Oliynyk
1. Bundesliga 2016/17,SV Darmstadt 98,Liam Fisch
